日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2022-01-04,300558,79.41,79.59,80.68,78.81,19154,154320676.0,2.36,0.57,0.45,0.46
2022-01-05,300558,79.57,77.73,79.91,77.12,17981,141871223.0,3.51,-2.34,-1.86,0.43
2022-01-06,300558,77.72,78.22,78.79,77.19,17951,141603051.0,2.06,0.63,0.49,0.43
2022-01-07,300558,78.21,77.11,79.6,76.83,28227,222046451.0,3.54,-1.42,-1.11,0.68
2022-01-10,300558,77.11,76.17,77.55,73.96,26994,205144710.0,4.66,-1.22,-0.94,0.65
2022-01-11,300558,76.13,76.36,77.04,75.28,21828,168241197.0,2.31,0.25,0.19,0.53
2022-01-12,300558,77.14,78.05,78.79,75.55,24722,193571183.0,4.24,2.21,1.69,0.6
2022-01-13,300558,78.02,75.91,78.78,75.71,19825,153537658.0,3.93,-2.74,-2.14,0.48
2022-01-14,300558,75.33,75.86,76.51,74.68,20112,153716934.0,2.41,-0.07,-0.05,0.49
2022-01-17,300558,76.34,77.99,78.7,76.1,23884,187042472.0,3.43,2.81,2.13,0.58
2022-01-18,300558,78.0,75.91,78.51,75.67,21764,168716586.0,3.64,-2.67,-2.08,0.53
2022-01-19,300558,75.8,74.06,75.91,74.0,29083,219625199.0,2.52,-2.44,-1.85,0.7
2022-01-20,300558,73.81,70.41,74.17,69.31,56913,410908896.0,6.56,-4.93,-3.65,1.37
2022-01-21,300558,70.41,69.11,71.12,67.93,41652,290545584.0,4.53,-1.85,-1.3,1.01
2022-01-24,300558,69.31,69.81,70.49,68.1,27496,192799441.0,3.46,1.01,0.7,0.66
2022-01-25,300558,69.32,66.85,70.6,66.61,22584,155566713.0,5.72,-4.24,-2.96,0.55
2022-01-26,300558,66.84,65.76,67.94,65.13,41647,277985328.0,4.2,-1.63,-1.09,1.01
2022-01-27,300558,65.94,62.77,65.94,62.31,49752,320007280.0,5.52,-4.55,-2.99,1.2
2022-01-28,300558,63.31,61.61,63.81,61.51,29359,185808706.0,3.66,-1.85,-1.16,0.71
2022-02-07,300558,62.44,61.35,63.31,60.59,23497,146440158.0,4.41,-0.42,-0.26,0.57
2022-02-08,300558,60.84,61.68,61.78,60.62,17907,110859643.0,1.89,0.54,0.33,0.43
2022-02-09,300558,61.31,62.01,62.47,60.67,25150,156832424.0,2.92,0.54,0.33,0.61
2022-02-10,300558,62.12,61.31,62.21,60.62,25303,156979849.0,2.56,-1.13,-0.7,0.61
2022-02-11,300558,61.6,58.09,61.6,57.56,55907,333218800.0,6.59,-5.25,-3.22,1.35
2022-02-14,300558,57.31,57.81,59.01,57.01,26490,154910598.0,3.44,-0.48,-0.28,0.64
2022-02-15,300558,59.22,60.31,60.89,57.34,45139,272825696.0,6.14,4.32,2.5,1.09
2022-02-16,300558,60.31,60.42,60.97,59.67,16437,100326199.0,2.16,0.18,0.11,0.4
2022-02-17,300558,60.42,60.03,60.89,59.8,16964,103297065.0,1.8,-0.65,-0.39,0.41
2022-02-18,300558,59.42,60.3,60.61,59.12,15127,91784457.0,2.48,0.45,0.27,0.37
2022-02-21,300558,60.81,60.44,61.16,59.82,16685,102141720.0,2.22,0.23,0.14,0.4
2022-02-22,300558,60.61,58.13,60.66,57.81,31893,188375968.0,4.72,-3.82,-2.31,0.77
2022-02-23,300558,58.43,59.64,59.87,58.19,31636,189666052.0,2.89,2.6,1.51,0.76
2022-02-24,300558,59.31,58.03,59.99,57.12,29758,176108934.0,4.81,-2.7,-1.61,0.72
2022-02-25,300558,58.82,59.91,61.1,58.39,47821,291169968.0,4.67,3.24,1.88,1.16
2022-02-28,300558,59.87,59.56,60.27,58.69,26900,161585820.0,2.64,-0.58,-0.35,0.65
2022-03-01,300558,59.7,59.65,60.54,59.01,30260,182535458.0,2.57,0.15,0.09,0.73
2022-03-02,300558,59.31,58.28,59.49,57.84,26909,158852220.0,2.77,-2.3,-1.37,0.65
2022-03-03,300558,59.09,57.93,59.09,57.75,19031,112001959.0,2.3,-0.6,-0.35,0.46
2022-03-04,300558,57.59,58.68,60.73,57.51,38694,232378048.0,5.56,1.29,0.75,0.93
2022-03-07,300558,58.69,55.67,59.2,55.36,35504,203017870.0,6.54,-5.13,-3.01,0.86
2022-03-08,300558,55.63,53.26,56.07,52.73,38314,210420836.0,6.0,-4.33,-2.41,0.93
2022-03-09,300558,53.79,52.2,54.75,50.49,46340,247229616.0,8.0,-1.99,-1.06,1.12
2022-03-10,300558,53.47,53.15,54.76,52.8,39906,216187213.0,3.75,1.82,0.95,0.96
2022-03-11,300558,52.56,56.31,56.72,52.4,55764,311226304.0,8.13,5.95,3.16,1.35
2022-03-14,300558,55.91,54.92,56.38,54.72,34379,192952001.0,2.95,-2.47,-1.39,0.83
2022-03-15,300558,54.54,51.09,54.96,50.99,36944,197553970.0,7.23,-6.97,-3.83,0.89
2022-03-16,300558,52.31,51.45,52.47,48.71,39603,202614290.0,7.36,0.7,0.36,0.96
