日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2022-01-04,603565,9.89,10.5,10.75,9.83,55900,165010588.0,9.38,7.03,0.69,2.77
2022-01-05,603565,10.45,11.06,11.68,10.3,102162,318279424.0,13.14,5.33,0.56,5.07
2022-01-06,603565,10.77,11.27,11.44,10.63,70518,220889479.0,7.32,1.9,0.21,3.5
2022-01-07,603565,11.37,11.29,11.45,11.09,52249,165172838.0,3.19,0.18,0.02,2.59
2022-01-10,603565,11.36,12.14,12.22,11.21,61992,203428768.0,8.95,7.53,0.85,3.08
2022-01-11,603565,12.14,12.04,12.31,11.78,67543,225077754.0,4.37,-0.82,-0.1,3.35
2022-01-12,603565,12.0,11.69,12.12,11.33,71638,232941165.0,6.56,-2.91,-0.35,3.56
2022-01-13,603565,11.67,11.36,11.68,11.3,36258,116233230.0,3.25,-2.82,-0.33,1.8
2022-01-14,603565,11.35,11.52,11.68,11.19,36836,117952599.0,4.31,1.41,0.16,1.83
2022-01-17,603565,11.55,11.84,12.07,11.03,49880,161960191.0,9.03,2.78,0.32,2.48
2022-01-18,603565,12.07,12.79,12.99,11.76,74580,255324445.0,10.39,8.02,0.95,3.7
2022-01-19,603565,13.22,11.56,13.24,11.2,111392,361928064.0,15.95,-9.62,-1.23,5.53
2022-01-20,603565,11.45,11.72,12.03,11.28,49464,161920478.0,6.49,1.38,0.16,2.46
2022-01-21,603565,11.6,11.54,11.84,11.48,28539,92619912.0,3.07,-1.54,-0.18,1.42
2022-01-24,603565,11.5,11.5,11.82,11.38,35239,113646365.0,3.81,-0.35,-0.04,1.75
2022-01-25,603565,11.5,10.94,11.55,10.88,30081,94262831.0,5.83,-4.87,-0.56,1.49
2022-01-26,603565,10.95,10.7,11.23,10.49,30477,93010445.0,6.76,-2.19,-0.24,1.51
2022-01-27,603565,10.71,10.45,10.85,10.42,22474,67722472.0,4.02,-2.34,-0.25,1.12
2022-01-28,603565,10.72,10.29,10.72,10.09,27125,80039329.0,6.03,-1.53,-0.16,1.35
2022-02-07,603565,10.44,10.93,10.95,10.35,24146,73167395.0,5.83,6.22,0.64,1.2
2022-02-08,603565,10.84,11.3,11.35,10.67,28667,89238108.0,6.22,3.39,0.37,1.42
2022-02-09,603565,11.43,11.47,11.62,11.3,15874,50830492.0,2.83,1.5,0.17,0.79
2022-02-10,603565,11.45,11.65,11.73,11.26,19447,62614451.0,4.1,1.57,0.18,0.97
2022-02-11,603565,11.64,11.85,11.97,11.55,24840,81511100.0,3.61,1.72,0.2,1.23
2022-02-14,603565,11.81,11.64,11.87,11.49,16777,54478592.0,3.21,-1.77,-0.21,0.83
2022-02-15,603565,11.64,11.37,11.71,11.03,24201,76318988.0,5.84,-2.32,-0.27,1.2
2022-02-16,603565,11.37,11.27,11.49,11.15,15125,47871255.0,2.99,-0.88,-0.1,0.75
2022-02-17,603565,11.42,11.36,11.45,11.07,17636,55896698.0,3.37,0.8,0.09,0.88
2022-02-18,603565,11.34,11.35,11.72,11.19,20215,64621856.0,4.67,-0.09,-0.01,1.0
2022-02-21,603565,11.23,11.25,11.38,10.89,25746,80638229.0,4.32,-0.88,-0.1,1.28
2022-02-22,603565,11.45,11.14,11.46,11.01,13765,43189430.0,4.0,-0.98,-0.11,0.68
2022-02-23,603565,11.24,11.28,11.4,10.98,14597,45943597.0,3.77,1.26,0.14,0.72
2022-02-24,603565,11.16,11.12,11.43,10.84,21381,66948233.0,5.23,-1.42,-0.16,1.06
2022-02-25,603565,11.2,11.15,11.37,11.05,20849,65756516.0,2.88,0.27,0.03,1.03
2022-02-28,603565,11.22,11.43,11.65,11.06,31403,100018616.0,5.29,2.51,0.28,1.56
2022-03-01,603565,11.47,10.99,11.5,10.93,20444,64203375.0,4.99,-3.85,-0.44,1.01
2022-03-02,603565,10.98,10.94,11.12,10.48,22147,67617859.0,5.82,-0.45,-0.05,1.1
2022-03-03,603565,11.04,11.06,11.19,10.88,20641,64041935.0,2.83,1.1,0.12,1.02
2022-03-04,603565,10.98,10.59,11.0,10.58,23944,72659443.0,3.8,-4.25,-0.47,1.19
2022-03-07,603565,10.47,10.43,10.66,10.27,27442,81689465.0,3.68,-1.51,-0.16,1.36
2022-03-08,603565,10.31,9.1,10.31,9.08,90794,251782834.0,11.79,-12.75,-1.33,3.09
2022-03-09,603565,9.17,8.64,9.35,8.26,63783,167172137.0,11.98,-5.05,-0.46,2.17
2022-03-10,603565,8.8,8.6,8.93,8.46,54504,140629264.0,5.44,-0.46,-0.04,1.86
2022-03-11,603565,8.4,8.64,8.65,8.17,32105,81436995.0,5.58,0.47,0.04,1.09
2022-03-14,603565,8.49,8.15,8.66,8.1,44069,111048879.0,6.48,-5.67,-0.49,1.5
2022-03-15,603565,8.12,7.66,8.32,7.45,68877,166517818.0,10.67,-6.01,-0.49,2.35
2022-03-16,603565,7.67,7.57,7.77,7.2,81753,191053911.0,7.44,-1.17,-0.09,2.79
2022-03-17,603565,7.76,7.78,8.02,7.65,76056,182720664.0,4.89,2.77,0.21,2.59
2022-03-18,603565,7.78,8.08,8.19,7.71,48253,118448241.0,6.17,3.86,0.3,1.64
2022-03-21,603565,8.16,8.36,8.48,8.02,50243,126403971.0,5.69,3.47,0.28,1.71
2022-03-22,603565,8.57,8.37,8.57,8.27,37379,94496954.0,3.59,0.12,0.01,1.27
2022-03-23,603565,8.26,8.34,8.47,8.26,36432,91984776.0,2.51,-0.36,-0.03,1.24
2022-03-24,603565,8.34,8.44,8.58,8.29,29112,74081622.0,3.48,1.2,0.1,0.99
2022-03-25,603565,8.69,8.86,9.04,8.56,70919,186642811.0,5.69,4.98,0.42,2.42
2022-03-28,603565,8.49,8.86,9.05,8.41,52641,137783186.0,7.22,0.0,0.0,1.79
2022-03-29,603565,9.32,9.24,9.45,9.03,67891,183846340.0,4.74,4.29,0.38,2.31
2022-03-30,603565,9.29,9.0,9.34,8.96,46865,125533923.0,4.11,-2.6,-0.24,1.6
2022-03-31,603565,9.02,9.02,9.14,8.88,35932,95918429.0,2.89,0.22,0.02,1.22
2022-04-01,603565,9.01,9.46,9.88,8.9,69575,192872360.0,10.86,4.88,0.44,2.37
2022-04-06,603565,9.37,9.09,9.46,8.88,53792,143888710.0,6.13,-3.91,-0.37,1.83
2022-04-07,603565,8.99,8.8,9.16,8.77,31245,82726095.0,4.29,-3.19,-0.29,1.06
2022-04-08,603565,8.82,8.78,8.91,8.32,37658,97719267.0,6.7,-0.23,-0.02,1.28
2022-04-11,603565,9.2,9.1,9.66,8.97,85626,233951555.0,7.86,3.64,0.32,2.92
2022-04-12,603565,8.72,8.92,9.06,8.51,63850,166537979.0,6.04,-1.98,-0.18,2.18
2022-04-13,603565,8.94,9.7,10.11,8.9,147723,412421136.0,13.57,8.74,0.78,5.03
2022-04-14,603565,9.45,9.6,9.72,9.24,86964,241339224.0,4.95,-1.03,-0.1,2.96
2022-04-15,603565,9.43,9.1,9.45,8.99,55700,150175632.0,4.79,-5.21,-0.5,1.9
2022-04-18,603565,8.98,8.99,9.21,8.53,39360,103442584.0,7.47,-1.21,-0.11,1.34
2022-04-19,603565,8.86,8.89,9.02,8.77,29937,78911329.0,2.78,-1.11,-0.1,1.02
2022-04-20,603565,8.88,8.93,9.18,8.85,35024,93346837.0,3.71,0.45,0.04,1.19
2022-04-21,603565,8.79,8.62,9.04,8.51,35275,91764517.0,5.94,-3.47,-0.31,1.2
2022-04-22,603565,8.54,8.71,9.07,8.49,39911,104816102.0,6.73,1.04,0.09,1.36
2022-04-25,603565,8.54,7.89,8.67,7.6,56056,137255669.0,12.28,-9.41,-0.82,1.91
2022-04-26,603565,8.07,8.12,8.52,7.84,58913,147006412.0,8.62,2.92,0.23,2.01
2022-04-27,603565,8.26,8.62,8.67,8.03,52224,132215003.0,7.88,6.16,0.5,1.78
2022-04-28,603565,8.85,8.77,9.11,8.44,45195,117765098.0,7.77,1.74,0.15,1.54
2022-04-29,603565,8.86,9.5,9.52,8.65,62581,168225861.0,9.92,8.32,0.73,2.13
2022-05-05,603565,9.62,9.65,9.72,9.15,77619,215087713.0,6.0,1.58,0.15,2.64
2022-05-06,603565,9.23,9.67,9.85,9.23,52229,92745181.0,6.42,0.21,0.02,1.2
2022-05-09,603565,9.46,9.44,9.62,9.24,65062,114141006.0,3.93,-2.38,-0.23,1.5
2022-05-10,603565,9.08,9.46,9.48,8.95,61031,105774794.0,5.61,0.21,0.02,1.4
2022-05-11,603565,9.4,9.3,9.62,9.23,78241,137833001.0,4.12,-1.69,-0.16,1.8
2022-05-12,603565,9.22,9.29,9.4,9.07,42403,73525424.0,3.55,-0.11,-0.01,0.98
2022-05-13,603565,9.4,9.08,9.45,9.07,52663,90985280.0,4.09,-2.26,-0.21,1.21
2022-05-16,603565,9.1,9.2,9.35,9.09,53468,92688341.0,2.86,1.32,0.12,1.23
2022-05-17,603565,9.22,8.96,9.24,8.69,54108,91270222.0,5.98,-2.61,-0.24,1.25
2022-05-18,603565,8.79,8.88,9.0,8.79,30992,52017821.0,2.34,-0.89,-0.08,0.71
2022-05-19,603565,8.72,8.6,8.76,8.52,48129,79045968.0,2.7,-3.15,-0.28,1.11
2022-05-20,603565,8.65,8.96,9.15,8.62,71558,120803542.0,6.16,4.19,0.36,1.65
2022-05-23,603565,9.05,9.16,9.48,9.04,68926,118992165.0,4.91,2.23,0.2,1.59
2022-05-24,603565,9.15,8.73,9.46,8.73,86075,147399681.0,7.97,-4.69,-0.43,1.98
2022-05-25,603565,8.69,9.27,9.41,8.54,112849,194156356.0,9.97,6.19,0.54,2.6
2022-05-26,603565,9.36,9.79,9.98,8.97,115735,204884852.0,10.9,5.61,0.52,2.66
2022-05-27,603565,9.81,10.02,10.2,9.56,108999,200475994.0,6.54,2.35,0.23,2.51
2022-05-30,603565,9.97,9.88,10.23,9.83,69879,128559244.0,3.99,-1.4,-0.14,1.61
2022-05-31,603565,9.87,9.76,10.0,9.63,71057,128813452.0,3.74,-1.21,-0.12,1.64
2022-06-01,603565,9.78,10.11,10.21,9.76,75734,140156782.0,4.61,3.59,0.35,1.74
2022-06-02,603565,9.98,9.75,10.02,9.67,59376,107461363.0,3.46,-3.56,-0.36,1.37
2022-06-06,603565,9.81,9.75,9.83,9.57,50501,90885817.0,2.67,0.0,0.0,1.16
2022-06-07,603565,9.66,9.79,9.95,9.63,63139,114507825.0,3.28,0.41,0.04,1.45
2022-06-08,603565,9.9,9.59,9.9,9.29,79488,141334136.0,6.23,-2.04,-0.2,1.83
2022-06-09,603565,9.54,9.18,9.55,9.02,83535,143996840.0,5.53,-4.28,-0.41,1.92
2022-06-10,603565,9.08,9.13,9.17,9.02,62312,106581410.0,1.63,-0.54,-0.05,1.43
2022-06-13,603565,9.1,8.9,9.1,8.75,71131,119464163.0,3.83,-2.52,-0.23,1.64
2022-06-14,603565,8.83,8.67,8.83,8.41,79758,130543822.0,4.72,-2.58,-0.23,1.84
2022-06-15,603565,8.69,8.78,9.0,8.68,73150,122954701.0,3.69,1.27,0.11,1.68
2022-06-16,603565,8.8,8.79,8.93,8.69,55671,93082871.0,2.73,0.11,0.01,1.28
2022-06-17,603565,8.79,8.63,8.79,8.5,72714,119196988.0,3.3,-1.82,-0.16,1.67
2022-06-20,603565,8.67,8.54,8.7,8.5,68284,111546472.0,2.32,-1.04,-0.09,1.57
2022-06-21,603565,8.68,8.56,8.85,8.42,92747,152261599.0,5.04,0.23,0.02,2.13
2022-06-22,603565,8.61,8.26,8.63,8.2,89248,143288921.0,5.02,-3.5,-0.3,2.05
2022-06-23,603565,8.21,8.31,8.33,8.04,47733,75264454.0,3.51,0.61,0.05,1.1
2022-06-24,603565,8.31,8.2,8.42,8.14,71950,114148121.0,3.37,-1.32,-0.11,1.66
2022-06-27,603565,8.19,8.37,8.4,8.17,57502,91768136.0,2.8,2.07,0.17,1.32
2022-06-28,603565,8.33,8.5,8.51,8.31,50764,81974635.0,2.39,1.55,0.13,1.17
2022-06-29,603565,8.48,8.24,8.52,8.23,60257,96781634.0,3.41,-3.06,-0.26,1.39
