日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2023-03-29,600925,6.89,7.41,8.37,6.89,3457209,2804255484.0,26.19,31.15,1.76,50.19
2023-03-30,600925,6.67,6.69,7.24,6.62,2455235,1797429760.0,8.37,-9.72,-0.72,35.64
2023-03-31,600925,6.53,6.31,6.65,6.28,1683455,1167602720.0,5.53,-5.68,-0.38,24.44
2023-04-03,600925,6.27,6.27,6.4,6.17,1188864,807672817.0,3.65,-0.63,-0.04,17.26
2023-04-04,600925,6.23,6.01,6.24,5.99,1359181,899090943.0,3.99,-4.15,-0.26,19.73
2023-04-06,600925,5.97,6.16,6.29,5.87,1198938,795756116.0,6.99,2.5,0.15,17.4
2023-04-07,600925,6.09,6.03,6.09,6.0,738820,485396481.0,1.46,-2.11,-0.13,10.72
2023-04-10,600925,6.02,6.02,6.14,5.92,647294,425175974.0,3.65,-0.17,-0.01,9.4
2023-04-11,600925,5.97,5.92,6.0,5.89,585082,377125280.0,1.83,-1.66,-0.1,8.49
2023-04-12,600925,5.9,5.93,5.95,5.89,407143,262578874.0,1.01,0.17,0.01,5.91
2023-04-13,600925,5.94,5.82,5.94,5.82,555802,355420380.0,2.02,-1.85,-0.11,8.07
2023-04-14,600925,5.82,5.79,5.85,5.74,470966,297223200.0,1.89,-0.52,-0.03,6.84
2023-04-17,600925,5.76,5.82,5.84,5.75,308913,195992219.0,1.55,0.52,0.03,4.48
2023-04-18,600925,5.83,5.98,6.07,5.8,763191,496481494.0,4.64,2.75,0.16,11.08
2023-04-19,600925,5.98,5.87,5.99,5.86,437947,280961449.0,2.17,-1.84,-0.11,6.36
2023-04-20,600925,5.87,5.78,5.88,5.76,364814,230306841.0,2.04,-1.53,-0.09,5.3
2023-04-21,600925,5.77,5.69,5.79,5.68,355185,222286673.0,1.9,-1.56,-0.09,5.16
2023-04-24,600925,5.72,5.7,5.76,5.67,274360,171107824.0,1.58,0.18,0.01,3.98
2023-04-25,600925,5.7,5.55,5.71,5.5,409524,250891016.0,3.68,-2.63,-0.15,5.94
2023-04-26,600925,5.53,5.62,5.63,5.51,224997,137506721.0,2.16,1.26,0.07,3.27
2023-04-27,600925,5.65,5.61,5.69,5.61,237014,146145727.0,1.42,-0.18,-0.01,3.44
2023-04-28,600925,5.61,5.66,5.66,5.59,190493,117356649.0,1.25,0.89,0.05,2.77
2023-05-04,600925,5.65,5.68,5.68,5.62,213287,131947579.0,1.06,0.35,0.02,3.1
2023-05-05,600925,5.65,5.66,5.69,5.64,186763,115588449.0,0.88,-0.35,-0.02,2.71
2023-05-08,600925,5.67,5.77,5.79,5.66,382513,240038358.0,2.3,1.94,0.11,5.55
2023-05-09,600925,5.77,5.88,5.94,5.72,612344,390268714.0,3.81,1.91,0.11,8.89
2023-05-10,600925,5.83,5.79,5.87,5.75,312944,198173204.0,2.04,-1.53,-0.09,4.54
2023-05-11,600925,5.76,5.72,5.77,5.7,219356,137225005.0,1.21,-1.21,-0.07,3.18
2023-05-12,600925,5.72,5.7,5.76,5.69,156373,97605972.0,1.22,-0.35,-0.02,2.27
2023-05-15,600925,5.72,5.73,5.73,5.67,176292,109974235.0,1.05,0.53,0.03,2.56
2023-05-16,600925,5.73,5.69,5.73,5.69,155365,96828235.0,0.7,-0.7,-0.04,2.26
2023-05-17,600925,5.69,5.68,5.69,5.65,170863,105856960.0,0.7,-0.18,-0.01,2.48
2023-05-18,600925,5.69,5.66,5.7,5.65,155122,96183377.0,0.88,-0.35,-0.02,2.25
2023-05-19,600925,5.67,5.65,5.68,5.63,140239,86627729.0,0.88,-0.18,-0.01,2.04
2023-05-22,600925,5.65,5.73,5.73,5.63,206071,128021112.0,1.77,1.42,0.08,2.99
2023-05-23,600925,5.72,5.68,5.75,5.67,160895,100180107.0,1.4,-0.87,-0.05,2.34
2023-05-24,600925,5.66,5.65,5.69,5.64,123439,76411751.0,0.88,-0.53,-0.03,1.79
2023-05-25,600925,5.64,5.66,5.68,5.63,151626,93672559.0,0.88,0.18,0.01,2.2
2023-05-26,600925,5.65,5.62,5.66,5.6,138774,85366100.0,1.06,-0.71,-0.04,2.01
2023-05-29,600925,5.64,5.62,5.65,5.61,106823,65736894.0,0.71,0.0,0.0,1.55
2023-05-30,600925,5.63,5.62,5.65,5.59,125556,77139698.0,1.07,0.0,0.0,1.82
2023-05-31,600925,5.61,5.56,5.61,5.56,165588,101101257.0,0.89,-1.07,-0.06,2.4
2023-06-01,600925,5.55,5.57,5.57,5.53,124129,75530544.0,0.72,0.18,0.01,1.8
2023-06-02,600925,5.56,5.62,5.62,5.56,137199,83982926.0,1.08,0.9,0.05,1.99
2023-06-05,600925,5.62,5.59,5.62,5.58,99865,61139568.0,0.71,-0.53,-0.03,1.45
2023-06-06,600925,5.59,5.54,5.59,5.53,137594,83735016.0,1.07,-0.89,-0.05,2.0
2023-06-07,600925,5.54,5.52,5.55,5.51,111993,67809054.0,0.72,-0.36,-0.02,1.63
2023-06-08,600925,5.52,5.52,5.54,5.51,86388,52287237.0,0.54,0.0,0.0,1.25
2023-06-09,600925,5.52,5.52,5.53,5.5,89518,54076239.0,0.54,0.0,0.0,1.3
2023-06-12,600925,5.53,5.53,5.54,5.5,88139,53318053.0,0.72,0.18,0.01,1.28
2023-06-13,600925,5.54,5.64,5.68,5.53,257300,158504771.0,2.71,1.99,0.11,3.74
