日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2022-01-04,600970,9.99,9.87,10.1,9.71,193140,216941397.0,3.88,-1.79,-0.18,1.11
2022-01-05,600970,9.82,9.35,9.84,9.2,292175,315874528.0,6.48,-5.27,-0.52,1.68
2022-01-06,600970,9.28,9.71,9.85,9.28,218341,241385085.0,6.1,3.85,0.36,1.25
2022-01-07,600970,9.75,9.69,10.04,9.62,192678,216602914.0,4.33,-0.21,-0.02,1.11
2022-01-10,600970,9.7,9.65,9.92,9.62,136916,152091907.0,3.1,-0.41,-0.04,0.79
2022-01-11,600970,9.65,9.48,9.73,9.41,145193,158335653.0,3.32,-1.76,-0.17,0.83
2022-01-12,600970,9.51,9.41,9.57,9.33,108668,117269694.0,2.53,-0.74,-0.07,0.62
2022-01-13,600970,9.4,9.23,9.43,9.21,108780,115965930.0,2.34,-1.91,-0.18,0.62
2022-01-14,600970,9.23,9.02,9.29,8.99,107519,112731167.0,3.25,-2.28,-0.21,0.62
2022-01-17,600970,9.05,9.07,9.16,8.98,104026,108763177.0,2.0,0.55,0.05,0.6
2022-01-18,600970,9.12,9.27,9.42,8.98,142951,151598352.0,4.85,2.21,0.2,0.82
2022-01-19,600970,9.18,9.25,9.4,9.14,93166,99161978.0,2.8,-0.22,-0.02,0.53
2022-01-20,600970,9.28,9.19,9.44,9.04,86578,91811918.0,4.32,-0.65,-0.06,0.5
2022-01-21,600970,9.16,9.12,9.25,9.07,94648,99764354.0,1.96,-0.76,-0.07,0.54
2022-01-24,600970,9.11,9.24,9.33,9.07,80351,85260192.0,2.85,1.32,0.12,0.46
2022-01-25,600970,9.18,8.77,9.25,8.77,114628,118331091.0,5.19,-5.09,-0.47,0.66
2022-01-26,600970,8.94,8.86,9.0,8.67,93584,95825926.0,3.76,1.03,0.09,0.54
2022-01-27,600970,8.92,8.79,9.19,8.73,108559,111327327.0,5.19,-0.79,-0.07,0.62
2022-01-28,600970,8.97,8.81,9.02,8.54,132453,135180342.0,5.46,0.23,0.02,0.76
2022-02-07,600970,9.0,9.04,9.17,8.89,138802,144523010.0,3.18,2.61,0.23,0.8
2022-02-08,600970,9.06,9.19,9.21,8.97,145069,152100602.0,2.65,1.66,0.15,0.83
2022-02-09,600970,9.13,9.2,9.26,9.02,151469,159507451.0,2.61,0.11,0.01,0.87
2022-02-10,600970,9.12,9.26,9.46,9.12,135251,144285419.0,3.7,0.65,0.06,0.78
2022-02-11,600970,9.24,9.1,9.41,9.01,152834,162175889.0,4.32,-1.73,-0.16,0.88
2022-02-14,600970,9.06,9.06,9.34,8.99,177809,187087359.0,3.85,-0.44,-0.04,1.02
2022-02-15,600970,9.04,9.07,9.12,8.95,81943,85184518.0,1.88,0.11,0.01,0.47
2022-02-16,600970,9.13,9.34,9.45,9.12,183597,196567208.0,3.64,2.98,0.27,1.05
2022-02-17,600970,9.34,9.05,9.34,9.0,201977,211483839.0,3.64,-3.1,-0.29,1.16
2022-02-18,600970,9.0,9.05,9.1,8.94,146563,152289755.0,1.77,0.0,0.0,0.84
2022-02-21,600970,9.05,9.18,9.29,8.97,156952,165138660.0,3.54,1.44,0.13,0.9
2022-02-22,600970,9.17,9.01,9.17,8.94,110113,114895758.0,2.51,-1.85,-0.17,0.63
2022-02-23,600970,8.97,9.05,9.09,8.95,97325,101322293.0,1.55,0.44,0.04,0.56
2022-02-24,600970,9.04,8.69,9.07,8.62,175494,179443578.0,4.97,-3.98,-0.36,1.01
2022-02-25,600970,8.78,8.74,9.01,8.7,143364,146689293.0,3.57,0.58,0.05,0.82
2022-02-28,600970,8.65,8.67,8.85,8.58,112924,113367261.0,3.09,-0.8,-0.07,0.65
2022-03-01,600970,8.7,8.82,8.88,8.61,134382,136682919.0,3.11,1.73,0.15,0.77
2022-03-02,600970,8.8,8.82,8.9,8.74,79915,81670122.0,1.81,0.0,0.0,0.46
2022-03-03,600970,8.83,8.84,8.92,8.77,89674,91629777.0,1.7,0.23,0.02,0.51
2022-03-04,600970,8.86,8.64,8.86,8.62,92038,92667234.0,2.71,-2.26,-0.2,0.53
2022-03-07,600970,8.65,8.63,8.78,8.57,108844,109614300.0,2.43,-0.12,-0.01,0.62
2022-03-08,600970,8.68,8.12,8.68,8.06,207153,201258952.0,7.18,-5.91,-0.51,1.19
2022-03-09,600970,8.12,8.0,8.38,7.57,214632,201951624.0,9.98,-1.48,-0.12,1.23
