日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2023-05-19,688361,65.86,68.21,71.52,64.86,445078,3006886057.0,28.39,190.75,44.75,74.27
2023-05-22,688361,70.56,71.86,73.19,68.98,225997,1607382909.0,6.17,5.35,3.65,37.71
2023-05-23,688361,71.24,70.16,72.06,68.26,148738,1048069559.0,5.29,-2.37,-1.7,24.82
2023-05-24,688361,70.77,70.9,73.88,69.04,123811,885810238.0,6.9,1.05,0.74,20.66
2023-05-25,688361,70.16,68.83,71.56,66.66,120579,832263424.0,6.91,-2.92,-2.07,20.12
2023-05-26,688361,68.86,70.76,72.81,68.19,97729,693061790.0,6.71,2.8,1.93,16.31
2023-05-29,688361,70.47,72.74,73.63,68.92,93671,672864769.0,6.66,2.8,1.98,15.63
2023-05-30,688361,72.07,73.28,73.52,71.0,69770,505021807.0,3.46,0.74,0.54,11.64
2023-05-31,688361,72.26,84.7,87.84,72.26,120073,975571066.0,21.26,15.58,11.42,20.04
2023-06-01,688361,83.74,81.97,86.75,80.55,108216,893264532.0,7.32,-3.22,-2.73,18.06
2023-06-02,688361,81.66,82.11,83.58,80.85,57042,469559752.0,3.33,0.17,0.14,9.52
2023-06-05,688361,84.22,79.94,87.53,79.49,87299,725815874.0,9.79,-2.64,-2.17,14.57
2023-06-06,688361,80.36,79.94,82.49,79.56,59628,482577522.0,3.67,0.0,0.0,9.95
2023-06-07,688361,80.15,80.43,82.64,79.16,51003,412821269.0,4.35,0.61,0.49,8.51
2023-06-08,688361,80.56,77.06,81.55,76.86,62783,498857433.0,5.83,-4.19,-3.37,10.48
2023-06-09,688361,77.14,81.92,82.52,77.14,64026,514346801.0,6.98,6.31,4.86,10.68
2023-06-12,688361,81.1,81.25,82.01,80.34,31028,252012442.0,2.04,-0.82,-0.67,5.18
2023-06-13,688361,80.94,82.25,82.45,78.05,42849,345966998.0,5.42,1.23,1.0,7.15
2023-06-14,688361,81.86,82.48,84.74,80.96,32358,268120670.0,4.6,0.28,0.23,5.4
2023-06-15,688361,81.96,80.68,84.49,79.66,37024,302968046.0,5.86,-2.18,-1.8,6.18
2023-06-16,688361,79.86,78.85,80.85,78.04,51857,410620393.0,3.48,-2.27,-1.83,8.65
2023-06-19,688361,79.38,79.86,81.31,78.37,46549,372206883.0,3.73,1.28,1.01,7.77
2023-06-20,688361,78.86,76.95,79.36,74.68,81008,620106718.0,5.86,-3.64,-2.91,13.52
2023-06-21,688361,75.98,73.6,76.26,72.87,36716,275375412.0,4.41,-4.35,-3.35,6.13
2023-06-26,688361,73.36,76.74,78.51,72.86,41962,321382284.0,7.68,4.27,3.14,7.0
2023-06-27,688361,75.97,77.61,78.62,75.86,28123,218276854.0,3.6,1.13,0.87,4.69
2023-06-28,688361,77.36,80.46,82.85,77.32,44011,353664279.0,7.13,3.67,2.85,7.34
2023-06-29,688361,80.03,80.86,81.46,79.22,23063,185681432.0,2.78,0.5,0.4,3.85
2023-06-30,688361,79.97,82.87,84.66,79.66,27367,225884818.0,6.18,2.49,2.01,4.52
2023-07-03,688361,83.64,79.74,84.54,79.52,28297,230831207.0,6.06,-3.78,-3.13,4.67
2023-07-04,688361,79.23,82.53,85.26,79.23,29690,245485736.0,7.56,3.5,2.79,4.9
2023-07-05,688361,82.14,75.76,82.61,74.86,44085,345428220.0,9.39,-8.2,-6.77,7.28
2023-07-06,688361,75.75,75.06,77.84,74.08,33359,253428346.0,4.96,-0.92,-0.7,5.51
2023-07-07,688361,74.21,76.88,77.12,73.87,24049,182549708.0,4.33,2.42,1.82,3.97
2023-07-10,688361,76.88,75.46,77.55,74.12,20045,151545604.0,4.46,-1.85,-1.42,3.31
2023-07-11,688361,75.53,76.44,77.16,74.97,16141,123430463.0,2.9,1.3,0.98,2.66
2023-07-12,688361,75.63,71.88,76.36,71.26,37630,275216800.0,6.67,-5.97,-4.56,6.21
2023-07-13,688361,71.71,72.36,73.66,70.87,19736,143271205.0,3.88,0.67,0.48,3.26
2023-07-14,688361,72.86,73.46,73.85,71.89,15243,111446257.0,2.71,1.52,1.1,2.52
2023-07-17,688361,72.86,70.18,72.86,69.42,38201,268694796.0,4.68,-4.47,-3.28,6.3
2023-07-18,688361,70.06,69.94,71.71,69.64,14894,105323464.0,2.95,-0.34,-0.24,2.46
2023-07-19,688361,69.43,69.49,70.35,68.86,16328,113735411.0,2.13,-0.64,-0.45,2.69
2023-07-20,688361,69.69,70.44,72.32,69.15,28323,201334041.0,4.56,1.37,0.95,4.67
2023-07-21,688361,70.45,71.2,71.42,67.95,28025,196428012.0,4.93,1.08,0.76,4.63
2023-07-24,688361,70.87,71.95,73.7,70.55,15306,110233482.0,4.42,1.05,0.75,2.53
2023-07-25,688361,72.46,73.25,74.14,71.56,18035,131874067.0,3.59,1.81,1.3,2.98
2023-07-26,688361,72.99,74.55,78.71,72.27,38845,295823180.0,8.79,1.77,1.3,6.41
2023-07-27,688361,73.87,73.87,75.2,72.79,15525,115135200.0,3.23,-0.91,-0.68,2.56
2023-07-28,688361,73.41,70.94,74.04,70.39,19318,138727015.0,4.94,-3.97,-2.93,3.19
2023-07-31,688361,70.84,73.25,74.12,69.88,17818,129612681.0,5.98,3.26,2.31,2.94
2023-08-01,688361,73.25,74.76,76.15,72.51,21779,162957587.0,4.97,2.06,1.51,3.59
2023-08-02,688361,74.5,76.66,77.76,73.91,21599,165416962.0,5.15,2.54,1.9,3.56
2023-08-03,688361,75.94,76.16,77.5,74.68,13195,100918996.0,3.68,-0.65,-0.5,2.18
